------------------------------------------------------------
 solve prev v1=-0.5 elect=1 gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Electron Concentration (/cm3)
       120.192381733,     1.0899943224e+16
       120.529055071,    1.08996383806e+16
        120.86572841,    1.08993304329e+16
       121.202401748,    1.08990224853e+16
       121.539075086,    1.08987114348e+16
       121.875748424,    1.08984003843e+16
       122.212421762,    1.08980862315e+16
       122.549095101,    1.08977720787e+16
       122.885768439,    1.08974548231e+16
       123.222441777,    1.08971375675e+16
       123.559115115,    1.08968172077e+16
       123.895788453,    1.08964968479e+16
       124.232461791,    1.08961733816e+16
        124.56913513,    1.08958499153e+16
       124.905808468,    1.08955233393e+16
       125.242481806,    1.08951967634e+16
       125.579155144,    1.08948670737e+16
       125.915828482,     1.0894537384e+16
       126.252501821,    1.08942045757e+16
       126.589175159,    1.08938717674e+16
       126.925848497,    1.08935358349e+16
       127.262521835,    1.08931999024e+16
       127.599195173,    1.08928608392e+16
       127.935868512,     1.0892521776e+16
        128.27254185,     1.0892179575e+16
       128.609215188,    1.08918373739e+16
       128.945888526,    1.08914920271e+16
       129.282561864,    1.08911466803e+16
       129.619235202,     1.0890798179e+16
       129.955908541,    1.08904496778e+16
       130.292581879,    1.08900980128e+16
       130.629255217,    1.08897463479e+16
       130.965928555,    1.08893915092e+16
       131.302601893,    1.08890366705e+16
       131.639275232,    1.08886786475e+16
        131.97594857,    1.08883206244e+16
       132.312621908,    1.08879594057e+16
       132.649295246,     1.0887598187e+16
       132.985968584,    1.08872337607e+16
       133.322641923,    1.08868693345e+16
       133.659315261,    1.08865016881e+16
       133.995988599,    1.08861340418e+16
       134.332661937,    1.08857631623e+16
       134.669335275,    1.08853922829e+16
       135.006008614,    1.08850181566e+16
       135.342681952,    1.08846440303e+16
        135.67935529,    1.08842666429e+16
       136.016028628,    1.08838892556e+16
       136.352701966,    1.08835085924e+16
       136.689375304,    1.08831279292e+16
       137.026048643,     1.0882743975e+16
       137.362721981,    1.08823600207e+16
       137.699395319,    1.08819727594e+16
       138.036068657,    1.08815854982e+16
       138.372741995,    1.08811949137e+16
       138.709415334,    1.08808043292e+16
       139.046088672,    1.08804104045e+16
        139.38276201,    1.08800164799e+16
       139.719435348,    1.08796191978e+16
       140.056108686,    1.08792219158e+16
       140.392782025,    1.08788212585e+16
       140.729455363,    1.08784206012e+16
