------------------------------------------------------------
 solve prev v1=1 elect=1 gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Total Current (A)
       263.278550463,        64.4662680992
       263.615223801,        64.4662680992
        263.95189714,        64.4662680992
       264.288570478,        64.4662680992
       264.625243816,        64.4662680992
       264.961917154,        64.4662680992
       265.298590492,        64.4662680992
       265.635263831,        64.4662680992
       265.971937169,        64.4662680992
       266.308610507,        64.4662680992
       266.645283845,        64.4662680992
       266.981957183,        64.4662680992
       267.318630522,        64.4662680992
        267.65530386,        64.4662680992
       267.991977198,        64.4662680992
       268.328650536,        64.4662680992
       268.665323874,        64.4662680992
       269.001997212,        64.4662680992
       269.338670551,        64.4662680992
       269.675343889,        64.4662680992
       270.012017227,        64.4662680992
       270.348690565,        64.4662680992
       270.685363903,        64.4662680992
       271.022037242,        64.4662680992
        271.35871058,        64.4662680992
       271.695383918,        64.4662680992
       272.032057256,        64.4662680992
       272.368730594,        64.4662680992
       272.705403933,        64.4662680992
       273.042077271,        64.4662680992
       273.378750609,        64.4662680992
       273.715423947,        64.4662680992
       274.052097285,        64.4662680992
       274.388770623,        64.4662680992
       274.725443962,        64.4662680992
         275.0621173,        64.4662680992
       275.398790638,        64.4662680992
       275.735463976,        64.4662680992
       276.072137314,        64.4662680992
       276.408810653,        64.4662680992
       276.745483991,        64.4662680992
       277.082157329,        64.4662680992
       277.418830667,        64.4662680992
       277.755504005,        64.4662680992
       278.092177344,        64.4662680992
       278.428850682,        64.4662680992
        278.76552402,        64.4662680992
       279.102197358,        64.4662680992
       279.438870696,        64.4662680992
       279.775544034,        64.4662680992
       280.112217373,        64.4662680992
       280.448890711,        64.4662680992
       280.785564049,        64.4662680992
       281.122237387,        64.4662680992
       281.458910725,        64.4662680992
       281.795584064,        64.4662680992
       282.132257402,        64.4662680992
        282.46893074,        64.4662680992
       282.805604078,        64.4662680992
       283.142277416,        64.4662680992
       283.478950755,        64.4662680992
       283.815624093,        64.4662680992
       284.152297431,        64.4662680992
       284.488970769,        64.4662680992
       284.825644107,        64.4662680992
       285.162317445,        64.4662680992
       285.498990784,        64.4662680992
       285.835664122,        64.4662680992
        286.17233746,        64.4662680992
       286.509010798,        64.4662680992
       286.845684136,        64.4662680992
       287.182357475,        64.4662680992
       287.519030813,        64.4662680992
       287.855704151,        64.4662680992
       288.192377489,        64.4662680992
       288.529050827,        64.4662680992
       288.865724166,        64.4662680992
       289.202397504,        64.4662680992
       289.539070842,        64.4662680992
        289.87574418,        64.4662680992
       290.212417518,        64.4662680992
       290.549090857,        64.4662680992
       290.885764195,        64.4662680992
       291.222437533,        64.4662680992
       291.559110871,        64.4662680992
       291.895784209,        64.4662680992
       292.232457547,        64.4662680992
       292.569130886,        64.4662680992
       292.905804224,        64.4662680992
       293.242477562,        64.4662680992
