------------------------------------------------------------
 solve prev gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Hole Charge Concentration (/cm3)
       93.2585146782,      899651365418000
       93.5951880163,      900345294944000
       93.9318613545,      901026401223000
       94.2685346927,      901707507501000
       94.6052080309,      902376011809000
       94.9418813691,      903044516117000
       95.2785547073,      903700635540000
       95.6152280455,      904356754962000
       95.9519013837,      905000702465000
       96.2885747219,      905644649969000
         96.62524806,      906276634477000
       96.9619213982,      906908618985000
       97.2985947364,      907528845452000
       97.6352680746,      908149071919000
       97.9719414128,      908757741401000
        98.308614751,      909366410883000
       98.6452880892,      909963720606000
       98.9819614274,      910561030328000
       99.3186347655,      911147173760000
       99.6553081037,      911733317192000
       99.9919814419,      912308484106000
        100.32865478,      912883651021000
       100.665328118,      913448027566000
       101.002001456,      914012404111000
       101.338674795,      914566172872000
       101.675348133,      915119941632000
       102.012021471,      915663281694000
       102.348694809,      916206621756000
       102.685368147,      916739708767000
       103.022041486,      917272795778000
       103.358714824,      917795802008000
       103.695388162,      918318808239000
         104.0320615,      918831902642000
       104.368734838,      919344997046000
       104.705408177,      919848345315000
       105.042081515,      920351693585000
       105.378754853,      920845458210000
       105.715428191,      921339222836000
       106.052101529,      921823563160000
       106.388774868,      922307903484000
       106.725448206,      922782975758000
       107.062121544,      923258048031000
       107.398794882,      923724005464000
        107.73546822,      924189962897000
       108.072141558,      924646955713000
       108.408814897,      925103948529000
       108.745488235,      925552124017000
       109.082161573,      926000299504000
       109.418834911,      926439802064000
       109.755508249,      926879304625000
       110.092181588,      927310275823000
       110.428854926,      927741247022000
       110.765528264,      928163825635000
       111.102201602,      928586404249000
        111.43887494,      929000726313000
       111.775548279,      929415048377000
       112.112221617,      929821247231000
       112.448894955,      930227446086000
       112.785568293,      930625652420000
       113.122241631,      931023858754000
       113.458914969,      931414200652000
       113.795588308,      931804542550000
       114.132261646,      932187145532000
       114.468934984,      932569748514000
       114.805608322,      932944735581000
        115.14228166,      933319722648000
       115.478954999,      933687214322000
       115.815628337,      934054705995000
       116.152301675,      934414820357000
       116.488975013,      934774934720000
       116.825648351,      935127787455000
        117.16232169,      935480640191000
       117.498995028,      935826344625000
       117.835668366,      936172049059000
       118.172341704,      936510716194000
       118.509015042,      936849383328000
        118.84568838,      937181121882000
       119.182361719,      937512860436000
       119.519035057,      937837776879000
       119.855708395,      938162693322000
       120.192381733,      938480891912000
       120.529055071,      938799090502000
        120.86572841,      939110673320000
       121.202401748,      939422256137000
       121.539075086,      939727323119000
       121.875748424,      940032390101000
       122.212421762,      940331039073000
       122.549095101,      940629688046000
       122.885768439,      940922014759000
       123.222441777,      941214341472000
       123.559115115,      941500439629000
       123.895788453,      941786537787000
       124.232461791,      942066499078000
        124.56913513,      942346460369000
       124.905808468,      942620374501000
       125.242481806,      942894288632000
       125.579155144,      943162243356000
       125.915828482,      943430198079000
       126.252501821,      943692279222000
       126.589175159,      943954360366000
       126.925848497,      944210651860000
       127.262521835,      944466943354000
       127.599195173,      944717527262000
       127.935868512,      944968111169000
        128.27254185,      945213067713000
       128.609215188,      945458024257000
       128.945888526,      945697431843000
       129.282561864,      945936839430000
       129.619235202,      946170774679000
       129.955908541,      946404709927000
       130.292581879,      946633247693000
       130.629255217,      946861785460000
       130.965928555,      947084998861000
       131.302601893,      947308212262000
       131.639275232,      947526172702000
        131.97594857,      947744133141000
       132.312621908,      947956910331000
       132.649295246,      948169687522000
       132.985968584,      948377349507000
       133.322641923,      948585011493000
       133.659315261,      948787624675000
       133.995988599,      948990237856000
       134.332661937,      949187867010000
       134.669335275,      949385496164000
       135.006008614,      949578204465000
       135.342681952,      949770912765000
        135.67935529,      949958761807000
       136.016028628,      950146610849000
       136.352701966,      950329660665000
       136.689375304,      950512710481000
       137.026048643,      950691019563000
       137.362721981,      950869328645000
       137.699395319,      951042953964000
       138.036068657,      951216579282000
       138.372741995,      951385576305000
       138.709415334,      951554573328000
       139.046088672,      951718996038000
        139.38276201,      951883418747000
       139.719435348,      952043319660000
       140.056108686,      952203220572000
       140.392782025,      952358650753000
       140.729455363,      952514080934000
       141.066128701,      952665090017000
       141.402802039,      952816099099000
       141.739475377,      952962735300000
       142.076148715,      953109371501000
       142.412822054,      953251681635000
       142.749495392,      953393991769000
        143.08616873,      953532021267000
       143.422842068,      953670050765000
       143.759515406,      953803843685000
       144.096188745,      953937636606000
       144.432862083,      954067235652000
       144.769535421,      954196834699000
       145.106208759,      954322281232000
       145.442882097,      954447727766000
       145.779555436,      954569061819000
       146.116228774,      954690395872000
       146.452902112,      954807656161000
        146.78957545,      954924916450000
       147.126248788,      955038140389000
       147.462922126,      955151364328000
       147.799595465,      955260588040000
       148.136268803,      955369811753000
       148.472942141,      955475070083000
       148.809615479,      955580328414000
       149.146288817,      955681654939000
       149.482962156,      955782981464000
       149.819635494,      955880408505000
       150.156308832,      955977835546000
        150.49298217,      956071394177000
       150.829655508,      956164952808000
       151.166328847,      956254672869000
       151.503002185,      956344392929000
       151.839675523,      956430303032000
       152.176348861,      956516213134000
       152.513022199,      956598340676000
       152.849695537,      956680468217000
       153.186368876,      956758839385000
       153.523042214,      956837210554000
       153.859715552,      956911850339000
